17700004012603522-201G6433997B,,,R70,,R2,,C158,,R69,,R3,,IC8,,IC3,,D11,,L5,,C150,,C100,
17700000242603522-204G6433997B,2020/07/20 11:53:10,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000292603522-201G6433997B,2020/07/20 11:54:33,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000302603522-202G6433997B,2020/07/20 11:54:33,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000312603522-203G6433997B,2020/07/20 11:54:33,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000322603522-204G6433997B,2020/07/20 11:54:33,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000332603522-201G6433997B,2020/07/20 11:55:13,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000342603522-202G6433997B,2020/07/20 11:55:13,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000352603522-203G6433997B,2020/07/20 11:55:13,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000362603522-204G6433997B,2020/07/20 11:55:13,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000412603522-201G6433997B,2020/07/20 11:55:54,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000422603522-202G6433997B,2020/07/20 11:55:54,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000432603522-203G6433997B,2020/07/20 11:55:54,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000442603522-204G6433997B,2020/07/20 11:55:54,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000452603522-201G6433997B,2020/07/20 11:56:28,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000462603522-202G6433997B,2020/07/20 11:56:28,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000472603522-203G6433997B,2020/07/20 11:56:28,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000482603522-204G6433997B,2020/07/20 11:56:28,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000492603522-201G6433997B,2020/07/20 11:57:43,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000502603522-202G6433997B,2020/07/20 11:57:43,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000512603522-203G6433997B,2020/07/20 11:57:43,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000522603522-204G6433997B,2020/07/20 11:57:43,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000532603522-201G6433997B,2020/07/20 11:58:23,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000542603522-202G6433997B,2020/07/20 11:58:23,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000552603522-203G6433997B,2020/07/20 11:58:23,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000562603522-204G6433997B,2020/07/20 11:58:23,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000572603522-201G6433997B,2020/07/20 11:59:04,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000582603522-202G6433997B,2020/07/20 11:59:04,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000592603522-203G6433997B,2020/07/20 11:59:04,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000602603522-204G6433997B,2020/07/20 11:59:04,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000612603522-201G6433997B,2020/07/20 11:59:35,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000622603522-202G6433997B,2020/07/20 11:59:35,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000632603522-203G6433997B,2020/07/20 11:59:35,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000642603522-204G6433997B,2020/07/20 11:59:35,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000652603522-201G6433997B,2020/07/20 12:00:55,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000662603522-202G6433997B,2020/07/20 12:00:55,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000672603522-203G6433997B,2020/07/20 12:00:55,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000682603522-204G6433997B,2020/07/20 12:00:55,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000692603522-201G6433997B,2020/07/20 12:01:36,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000702603522-202G6433997B,2020/07/20 12:01:36,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000712603522-203G6433997B,2020/07/20 12:01:36,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000722603522-204G6433997B,2020/07/20 12:01:36,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000732603522-201G6433997B,2020/07/20 12:02:16,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000742603522-202G6433997B,2020/07/20 12:02:16,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000752603522-203G6433997B,2020/07/20 12:02:16,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000762603522-204G6433997B,2020/07/20 12:02:16,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000772603522-201G6433997B,2020/07/20 12:02:48,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000782603522-202G6433997B,2020/07/20 12:02:48,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000792603522-203G6433997B,2020/07/20 12:02:48,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000802603522-204G6433997B,2020/07/20 12:02:48,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000812603522-201G6433997B,2020/07/20 12:04:00,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000822603522-202G6433997B,2020/07/20 12:04:00,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000832603522-203G6433997B,2020/07/20 12:04:00,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000842603522-204G6433997B,2020/07/20 12:04:00,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000852603522-201G6433997B,2020/07/20 12:04:40,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000862603522-202G6433997B,2020/07/20 12:04:40,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000872603522-203G6433997B,2020/07/20 12:04:40,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000882603522-204G6433997B,2020/07/20 12:04:40,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000892603522-201G6433997B,2020/07/20 12:05:15,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000902603522-202G6433997B,2020/07/20 12:05:15,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000912603522-203G6433997B,2020/07/20 12:05:15,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000922603522-204G6433997B,2020/07/20 12:05:15,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000932603522-201G6433997B,2020/07/20 12:06:26,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000942603522-202G6433997B,2020/07/20 12:06:26,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000952603522-203G6433997B,2020/07/20 12:06:26,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000962603522-204G6433997B,2020/07/20 12:06:26,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000972603522-201G6433997B,2020/07/20 12:07:07,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000982603522-202G6433997B,2020/07/20 12:07:07,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700000992603522-203G6433997B,2020/07/20 12:07:07,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
17700001002603522-204G6433997B,2020/07/20 12:07:07,OPERATOR2,3088427-7,3322T756,9432752-5,33273849,2282467-2,0051862400103,3088427-7,3322T756,9432753-3,34093926,2177978-9,1946 AK02163U,5361393-9,OAN109709200HAL,0180151-6,0479D,2177983-5,PZ0529Y766+S006,2221938-8,0050741610803,2282468-0,0041763120103
